classification_id,user_name,user_id,user_ip,workflow_id,workflow_name,workflow_version,created_at,gold_standard,expert,metadata,annotations,subject_data,subject_ids
234952203,DanielKessler,2034841,b231ac2d64be515d9333,14437,Classify,6.1,2020-05-04 19:37:33 UTC,,,"{""source"":""api"",""session"":""6e09704a963d0ceb422c357f8fc2bbf9fc5308e85dc96417e46fc5947b841a36"",""viewport"":{""width"":1280,""height"":690},""started_at"":""2020-05-04T19:36:00.894Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"",""utc_offset"":""14400"",""finished_at"":""2020-05-04T19:37:33.399Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":640,""clientHeight"":427,""naturalWidth"":640,""naturalHeight"":427}],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-05-04T19:36:00.281Z"",""already_seen"":false,""selection_state"":""failover_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":true},""workflow_translation_id"":""32257""}","[{""task"":""T1"",""task_label"":""Do you see any melt-patches that:\n\n1) Are perfectly elliptical\n \n2) Have a uniform dark color and consistency,\n\n and\n\n3) are larger than the grains of the granite?"",""value"":null}]","{""458049"":{""retired"":null,""link"":""https://www.flickr.com/photos/69214385@N04/14704713489"",""origin"":""Flickr"",""license"":""Creative Commons - share adapt attribute"",""image_name"":""14704713489_d49728abd3_z.jpg"",""subject_id"":29,""attribution"":""Don McCullough""}}",458049
234954757,DanielKessler,2034841,b231ac2d64be515d9333,14437,Classify,13.15,2020-05-04 19:42:04 UTC,,,"{""source"":""api"",""session"":""29c55fe2f2469cb425c42ef0a4b8faa35bd99435f05ad787354fb681eca6414e"",""viewport"":{""width"":1280,""height"":690},""started_at"":""2020-05-04T19:41:06.655Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"",""utc_offset"":""14400"",""finished_at"":""2020-05-04T19:42:04.851Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":460,""clientHeight"":621,""naturalWidth"":474,""naturalHeight"":640}],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-05-04T19:41:06.120Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""32257""}","[{""task"":""T1"",""task_label"":""Do you see any melt-patches that:\n\n1) Are perfectly elliptical\n \n2) Have a uniform dark color and consistency,\n\n3) are larger than the grains of the granite?"",""value"":""Yes""},{""task"":""T0"",""task_label"":""Please use the ellipse tool to draw an ellipse that matches the border of the melt-patch."",""value"":[{""x"":367.1739807128906,""y"":295.7859802246094,""rx"":27.483001708984375,""ry"":17.19058530373858,""tool"":0,""angle"":-87.70939402268269,""frame"":0,""details"":[],""tool_label"":""Ellipse""}]}]","{""458031"":{""retired"":null,""link"":""https://www.flickr.com/photos/evpeters/3417958133"",""origin"":""Flickr"",""license"":""Creative Commons - share adapt attribute"",""image_name"":""3417958133_63045d7b16_z.jpg"",""subject_id"":11,""attribution"":""Edward Peters""}}",458031
235808698,DanielKessler,2034841,f3cb32cc3b93d8ecd345,14437,Classify,14.25,2020-05-06 16:57:06 UTC,,,"{""source"":""api"",""session"":""b857deb8b750d24bb1f747ecfff17c108f41f8334fa668113363b1bf835221f0"",""viewport"":{""width"":1280,""height"":690},""started_at"":""2020-05-06T16:56:57.769Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"",""utc_offset"":""14400"",""finished_at"":""2020-05-06T16:57:08.298Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":400,""clientHeight"":400,""naturalWidth"":400,""naturalHeight"":400}],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-05-06T16:56:55.884Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""32257""}","[{""task"":""T1"",""task_label"":""Do you see any melt-patches that:\n\n1) Are perfectly elliptical\n \n2) Have a uniform dark color\n\n3) Are larger than the grains of the granite?"",""value"":""No""}]","{""44445597"":{""retired"":null,""Filename"":""light 3.jpg""}}",44445597
235808710,DanielKessler,2034841,f3cb32cc3b93d8ecd345,14437,Classify,14.25,2020-05-06 16:57:09 UTC,,,"{""source"":""api"",""session"":""b857deb8b750d24bb1f747ecfff17c108f41f8334fa668113363b1bf835221f0"",""viewport"":{""width"":1280,""height"":690},""started_at"":""2020-05-06T16:57:08.331Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"",""utc_offset"":""14400"",""finished_at"":""2020-05-06T16:57:11.061Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":400,""clientHeight"":400,""naturalWidth"":400,""naturalHeight"":400}],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-05-06T16:56:55.884Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""32257""}","[{""task"":""T1"",""task_label"":""Do you see any melt-patches that:\n\n1) Are perfectly elliptical\n \n2) Have a uniform dark color\n\n3) Are larger than the grains of the granite?"",""value"":""No""}]","{""44445596"":{""retired"":null,""Filename"":""light 4.jpg""}}",44445596
235809221,DanielKessler,2034841,f3cb32cc3b93d8ecd345,14437,Classify,14.25,2020-05-06 16:58:40 UTC,,,"{""source"":""api"",""session"":""b857deb8b750d24bb1f747ecfff17c108f41f8334fa668113363b1bf835221f0"",""viewport"":{""width"":1280,""height"":690},""started_at"":""2020-05-06T16:57:11.077Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"",""utc_offset"":""14400"",""finished_at"":""2020-05-06T16:58:42.278Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":400,""clientHeight"":400,""naturalWidth"":400,""naturalHeight"":400}],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-05-06T16:56:55.884Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""32257""}","[{""task"":""T1"",""task_label"":""Do you see any melt-patches that:\n\n1) Are perfectly elliptical\n \n2) Have a uniform dark color\n\n3) Are larger than the grains of the granite?"",""value"":""Yes""},{""task"":""T0"",""task_label"":""Please follow these steps:\n\n1) Click and drag to place on the image to create an ellipse\n\n2) Use the white circles on the side of the ellipse to adjust its size and orientation to match that of the melt-patch\n\n3) Move the ellipse so that its borders match the borders of the melt-patch\n\n4) Click the \""Done\"" button if you are satisfied with your observation or the \""Done \u0026 Talk\"" button if you have questions or comments that you would like us or others to see"",""value"":[{""x"":176.81248474121094,""y"":184.33334350585938,""rx"":17.333341158363538,""ry"":7.803130231974373,""tool"":0,""angle"":-67.38007297405527,""frame"":0,""details"":[],""tool_label"":""Ellipse""}]}]","{""44445599"":{""retired"":null,""Filename"":""light 2.jpg""}}",44445599
235809283,DanielKessler,2034841,f3cb32cc3b93d8ecd345,14437,Classify,14.25,2020-05-06 16:58:50 UTC,,,"{""source"":""api"",""session"":""b857deb8b750d24bb1f747ecfff17c108f41f8334fa668113363b1bf835221f0"",""viewport"":{""width"":1280,""height"":690},""started_at"":""2020-05-06T16:58:42.597Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"",""utc_offset"":""14400"",""finished_at"":""2020-05-06T16:58:52.486Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[null],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-05-06T16:58:40.710Z"",""already_seen"":false,""selection_state"":""internal_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""32257""}","[{""task"":""T1"",""task_label"":""Do you see any melt-patches that:\n\n1) Are perfectly elliptical\n \n2) Have a uniform dark color\n\n3) Are larger than the grains of the granite?"",""value"":""Yes""},{""task"":""T0"",""task_label"":""Please follow these steps:\n\n1) Click and drag to place on the image to create an ellipse\n\n2) Use the white circles on the side of the ellipse to adjust its size and orientation to match that of the melt-patch\n\n3) Move the ellipse so that its borders match the borders of the melt-patch\n\n4) Click the \""Done\"" button if you are satisfied with your observation or the \""Done \u0026 Talk\"" button if you have questions or comments that you would like us or others to see"",""value"":[{""x"":349.4791564941406,""y"":23.0000057220459,""rx"":17.600520263119364,""ry"":8.800260131559682,""tool"":0,""angle"":-65.37631221174124,""frame"":0,""details"":[],""tool_label"":""Ellipse""}]}]","{""44445594"":{""retired"":null,""Filename"":""light 1.jpg""}}",44445594
236292959,DanielKessler,2034841,7ef2ff9e50a07bc955df,14437,Classify,14.35,2020-05-07 19:40:45 UTC,,,"{""source"":""api"",""session"":""dfdb919a559d3f43ac9cf2bbf25db9554c89ccbf127351ab658935120e3974f6"",""viewport"":{""width"":1280,""height"":641},""started_at"":""2020-05-07T19:23:41.615Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"",""utc_offset"":""14400"",""finished_at"":""2020-05-07T19:40:45.603Z"",""seen_before"":true,""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":400,""clientHeight"":400,""naturalWidth"":400,""naturalHeight"":400}],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-05-07T19:23:41.016Z"",""already_seen"":true,""selection_state"":""failover_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":true},""workflow_translation_id"":""32257""}","[{""task"":""T1"",""task_label"":""If you see any melt-patches that:\n\n1) Are perfectly elliptical\n \n2) Have a uniform dark color\n\n3) Are larger than the grains of the granite?"",""value"":""No""}]","{""44445599"":{""retired"":null,""Filename"":""light 2.jpg""}}",44445599
236293494,DanielKessler,2034841,7ef2ff9e50a07bc955df,14437,Classify,14.35,2020-05-07 19:41:50 UTC,,,"{""source"":""api"",""session"":""dfdb919a559d3f43ac9cf2bbf25db9554c89ccbf127351ab658935120e3974f6"",""viewport"":{""width"":1280,""height"":641},""started_at"":""2020-05-07T19:40:45.646Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"",""utc_offset"":""14400"",""finished_at"":""2020-05-07T19:41:51.212Z"",""seen_before"":true,""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":400,""clientHeight"":400,""naturalWidth"":400,""naturalHeight"":400}],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-05-07T19:23:41.016Z"",""already_seen"":true,""selection_state"":""failover_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":true},""workflow_translation_id"":""32257""}","[{""task"":""T1"",""task_label"":""If you see any melt-patches that:\n\n1) Are perfectly elliptical\n \n2) Have a uniform dark color\n\n3) Are larger than the grains of the granite?"",""value"":""Yes""},{""task"":""T0"",""task_label"":""Please follow these steps:\n\n1) Place your cursor slightly outside of the \""corner\"" of the elliptical patch \n\n2) Click and drag so that the white, elliptical marker contains and matches the orientation of the patch\n\n3) If necessary, adjust the marker's size and shape by clicking on  and dragging the white circle on its edge\n\n4) Click the \""Done\"" button if you are satisfied with your observation or the \""Done \u0026 Talk\"" button if you have questions or comments you'd like to share with us and others"",""value"":[{""x"":195.2865447998047,""y"":181.86988830566406,""rx"":53.34261636293782,""ry"":55.521419268640805,""tool"":0,""angle"":-17.81890818873292,""frame"":0,""details"":[],""tool_label"":""Ellipse""}]}]","{""44445596"":{""retired"":null,""Filename"":""light 4.jpg""}}",44445596
238669225,DanielKessler,2034841,310947e2a9e3500a2b41,14437,Classify,14.35,2020-05-13 16:36:58 UTC,,,"{""source"":""api"",""session"":""68efbfb1b61ef8b59f6c0523d8714ea19665b2da5ce23cda48859615a34b7dda"",""viewport"":{""width"":1280,""height"":690},""started_at"":""2020-05-13T16:36:16.866Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"",""utc_offset"":""14400"",""finished_at"":""2020-05-13T16:36:57.902Z"",""seen_before"":true,""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":400,""clientHeight"":400,""naturalWidth"":400,""naturalHeight"":400}],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-05-13T16:36:16.830Z"",""already_seen"":true,""selection_state"":""failover_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":true},""workflow_translation_id"":""32257""}","[{""task"":""T1"",""task_label"":""If you see any melt-patches that:\n\n1) Are perfectly elliptical\n \n2) Have a uniform dark color\n\n3) Are larger than the grains of the granite?"",""value"":""Yes""},{""task"":""T0"",""task_label"":""Please follow these steps:\n\n1) Place your cursor slightly outside of the \""corner\"" of the elliptical patch \n\n2) Click and drag so that the white, elliptical marker contains and matches the orientation of the patch\n\n3) If necessary, adjust the marker's size and shape by clicking on  and dragging the white circle on its edge\n\n4) Click the \""Done\"" button if you are satisfied with your observation or the \""Done \u0026 Talk\"" button if you have questions or comments you'd like to share with us and others"",""value"":[{""x"":245.4791717529297,""y"":98.33334350585938,""rx"":24.449498311117644,""ry"":11.642839496202804,""tool"":0,""angle"":-78.99641234749704,""frame"":0,""details"":[],""tool_label"":""Ellipse""}]}]","{""44445596"":{""retired"":null,""Filename"":""light 4.jpg""}}",44445596
242822067,DanielKessler,2034841,a0be869f2699d432f3a7,14437,Classify,25.46,2020-05-21 21:01:42 UTC,,,"{""source"":""api"",""session"":""5938ef572f1e6c4b1d281586e981568a8cf7fe0a0ae42320c3e4431c9bc73d4f"",""feedback"":{""T0"":[{""x"":""131"",""y"":""169"",""id"":""meltpatch"",""theta"":""0"",""success"":false,""strategy"":""pointInEllipse"",""toleranceA"":""5"",""toleranceB"":""3"",""falsePosMode"":""TRUE"",""failureEnabled"":true,""successEnabled"":true,""successMessage"":""Good work! You've spotted the simulated melt-patch. Keep it up!"",""hideSubjectViewer"":false,""successfulClassifications"":[]}]},""viewport"":{""width"":1280,""height"":690},""started_at"":""2020-05-21T21:00:58.930Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"",""utc_offset"":""14400"",""finished_at"":""2020-05-21T21:01:43.672Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":400,""clientHeight"":400,""naturalWidth"":400,""naturalHeight"":400}],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-05-21T21:00:57.903Z"",""already_seen"":false,""selection_state"":""internal_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""32257""}","[{""task"":""T1"",""task_label"":""If you see any melt-patches that:\n\n1) Are perfectly elliptical\n \n2) Have a uniform dark color\n\n3) Are larger than the grains of the granite?"",""value"":""Yes""},{""task"":""T0"",""task_label"":""Please follow these steps:\n\n1) Place your cursor slightly outside of the center of the elliptical patch \n\n2) Click and drag so that the white, elliptical marker contains and matches the orientation of the patch\n\n3) If necessary, adjust the marker's size and shape by clicking and dragging on the white circles on its edge\n\nNOTE: If you find that the patch isn't as elliptical as you previously thought, you can click on the \""Back\"" button to return to the previous question and change your classification.\n\n4) Click the \""Done\"" button if you are satisfied with your observation or the \""Done \u0026 Talk\"" button if you have questions or comments you'd like to share with us and others"",""value"":[{""x"":130.7965545654297,""y"":69.6160659790039,""rx"":5.811302185058594,""ry"":2.905651092529297,""tool"":0,""angle"":90,""frame"":0,""details"":[],""tool_label"":""Ellipse""}]}]","{""45503395"":{""retired"":null,""image"":""light1.png"",""subject_ID"":""1"",""#feedback_1_x"":""131"",""#feedback_1_y"":""169"",""#feedback_1_id"":""meltpatch"",""#feedback_1_theta"":""0"",""#feedback_1_toleranceA"":""5"",""#feedback_1_toleranceB"":""3"",""#feedback_1_falsePosMode"":""TRUE"",""#feedback_1_failureMessage"":"""",""#feedback_1_successMessage"":""""}}",45503395
242823719,DanielKessler,2034841,a0be869f2699d432f3a7,14437,Classify,31.47,2020-05-21 21:04:22 UTC,,,"{""source"":""api"",""session"":""cfa17c942456db6a5c276b54ece8b0e9549edd176a82f731dd82be59596d00a0"",""feedback"":{""T2"":[{""x"":""131"",""y"":""169"",""id"":""meltpatch"",""theta"":""0"",""success"":false,""strategy"":""pointInEllipse"",""toleranceA"":""5"",""toleranceB"":""3"",""falsePosMode"":""TRUE"",""failureEnabled"":true,""successEnabled"":true,""successMessage"":""Good work! You've spotted the simulated melt-patch. Keep it up!"",""hideSubjectViewer"":false,""successfulClassifications"":[]}]},""viewport"":{""width"":1280,""height"":690},""started_at"":""2020-05-21T21:03:58.259Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"",""utc_offset"":""14400"",""finished_at"":""2020-05-21T21:04:23.142Z"",""seen_before"":true,""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":400,""clientHeight"":400,""naturalWidth"":400,""naturalHeight"":400}],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-05-21T21:03:57.251Z"",""already_seen"":true,""selection_state"":""failover_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":true},""workflow_translation_id"":""32257""}","[{""task"":""T1"",""task_label"":""If you see any melt-patches that:\n\n1) Are perfectly elliptical\n \n2) Have a uniform dark color\n\n3) Are larger than the grains of the granite?"",""value"":""Yes""},{""task"":""T2"",""task_label"":""Explain what to draw."",""value"":[{""x"":130.81251525878906,""y"":69,""tool"":0,""frame"":0,""details"":[],""tool_label"":""Tool name""}]}]","{""45503395"":{""retired"":null,""image"":""light1.png"",""subject_ID"":""1"",""#feedback_1_x"":""131"",""#feedback_1_y"":""169"",""#feedback_1_id"":""meltpatch"",""#feedback_1_theta"":""0"",""#feedback_1_toleranceA"":""5"",""#feedback_1_toleranceB"":""3"",""#feedback_1_falsePosMode"":""TRUE"",""#feedback_1_failureMessage"":"""",""#feedback_1_successMessage"":""""}}",45503395
242823874,DanielKessler,2034841,a0be869f2699d432f3a7,14437,Classify,31.47,2020-05-21 21:04:37 UTC,,,"{""source"":""api"",""session"":""cfa17c942456db6a5c276b54ece8b0e9549edd176a82f731dd82be59596d00a0"",""feedback"":{""T2"":[{""x"":""131"",""y"":""169"",""id"":""meltpatch"",""theta"":""0"",""success"":false,""strategy"":""pointInEllipse"",""toleranceA"":""5"",""toleranceB"":""3"",""falsePosMode"":""TRUE"",""failureEnabled"":true,""successEnabled"":true,""successMessage"":""Good work! You've spotted the simulated melt-patch. Keep it up!"",""hideSubjectViewer"":false,""successfulClassifications"":[]}]},""viewport"":{""width"":1280,""height"":690},""started_at"":""2020-05-21T21:04:23.666Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"",""utc_offset"":""14400"",""finished_at"":""2020-05-21T21:04:38.190Z"",""seen_before"":true,""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[null],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-05-21T21:04:22.661Z"",""already_seen"":true,""selection_state"":""failover_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":true},""workflow_translation_id"":""32257""}","[{""task"":""T1"",""task_label"":""If you see any melt-patches that:\n\n1) Are perfectly elliptical\n \n2) Have a uniform dark color\n\n3) Are larger than the grains of the granite?"",""value"":""Yes""},{""task"":""T2"",""task_label"":""Explain what to draw."",""value"":[{""x"":130.6515350341797,""y"":68.27250671386719,""tool"":0,""frame"":0,""details"":[],""tool_label"":""Tool name""}]}]","{""45503395"":{""retired"":null,""image"":""light1.png"",""subject_ID"":""1"",""#feedback_1_x"":""131"",""#feedback_1_y"":""169"",""#feedback_1_id"":""meltpatch"",""#feedback_1_theta"":""0"",""#feedback_1_toleranceA"":""5"",""#feedback_1_toleranceB"":""3"",""#feedback_1_falsePosMode"":""TRUE"",""#feedback_1_failureMessage"":"""",""#feedback_1_successMessage"":""""}}",45503395
